year,month,day,hour,solarenergy
2021,9,4,16,73.0
2021,9,4,17,41.4
2021,9,4,18,61.1
2021,9,4,19,112.2
2021,9,4,20,144.7
2021,9,4,21,74.1
2021,9,4,22,102.1
2021,9,4,23,28.2
2021,9,5,0,147.0
2021,9,5,1,58.9
2021,9,5,2,21.2
2021,9,5,3,69.0
2021,9,5,4,158.7
2021,9,5,5,136.1
2021,9,5,6,105.7
2021,9,5,7,211.5
2021,9,5,8,8.0
2021,9,5,9,72.2
2021,9,5,10,121.0
2021,9,5,11,73.3
2021,9,5,12,205.8
2021,9,5,13,200.0
2021,9,5,14,191.8
2021,9,5,15,144.2
2021,9,5,16,127.5
2021,9,5,17,174.7
2021,9,5,18,86.5
2021,9,5,19,92.9
2021,9,5,20,29.8
2021,9,5,21,91.8
2021,9,5,22,124.8
2021,9,5,23,118.5
2021,9,6,0,73.8
2021,9,6,1,63.9
2021,9,6,2,169.1
2021,9,6,3,57.1
2021,9,6,4,81.9
2021,9,6,5,49.1
2021,9,6,6,38.4
2021,9,6,7,29.3
2021,9,6,8,180.0
2021,9,6,9,13.1
2021,9,6,10,71.9
2021,9,6,11,89.6
2021,9,6,12,145.5
2021,9,6,13,19.0
2021,9,6,14,124.1
2021,9,6,15,146.6
2021,9,6,16,37.9
2021,9,6,17,95.4
2021,9,6,18,31.7
2021,9,6,19,41.1
2021,9,6,20,84.6
2021,9,6,21,85.0
2021,9,6,22,112.3
2021,9,6,23,81.6
2021,9,7,0,17.6
2021,9,7,1,92.3
2021,9,7,2,59.9
2021,9,7,3,60.2
2021,9,7,4,46.5
2021,9,7,5,164.1
2021,9,7,6,88.7
2021,9,7,7,137.9
2021,9,7,8,177.3
2021,9,7,9,43.2
2021,9,7,10,47.1
2021,9,7,11,22.0
2021,9,7,12,18.2
2021,9,7,13,39.3
2021,9,7,14,10.4
2021,9,7,15,158.8
2021,9,7,16,85.7
2021,9,7,17,55.6
2021,9,7,18,162.7
2021,9,7,19,162.7
2021,9,7,20,91.6
2021,9,7,21,196.2
2021,9,7,22,17.9
2021,9,7,23,28.8
2021,9,8,0,63.3
2021,9,8,1,59.2
2021,9,8,2,95.1
2021,9,8,3,112.0
2021,9,8,4,114.1
2021,9,8,5,144.6
2021,9,8,6,69.3
2021,9,8,7,46.6
2021,9,8,8,199.0
2021,9,8,9,30.7
2021,9,8,10,30.1
2021,9,8,11,130.3
2021,9,8,12,88.9
2021,9,8,13,132.1
2021,9,8,14,20.4
2021,9,8,15,44.2
2021,9,8,16,111.0
2021,9,8,17,130.4
2021,9,8,18,57.2
2021,9,8,19,132.0
2021,9,8,20,80.5
2021,9,8,21,157.0
2021,9,8,22,33.5
2021,9,8,23,49.8
2021,9,9,0,88.1
2021,9,9,1,45.0
2021,9,9,2,23.1
2021,9,9,3,50.2
2021,9,9,4,45.2
2021,9,9,5,41.1
2021,9,9,6,245.9
2021,9,9,7,167.7
2021,9,9,8,161.1
2021,9,9,9,103.0
2021,9,9,10,16.4
2021,9,9,11,40.4
2021,9,9,12,94.1
2021,9,9,13,179.4
2021,9,9,14,89.2
2021,9,9,15,125.3
2021,9,9,16,185.7
2021,9,9,17,49.6
2021,9,9,18,59.4
2021,9,9,19,84.7
2021,9,9,20,73.0
2021,9,9,21,106.5
2021,9,9,22,82.8
2021,9,9,23,91.9
2021,9,10,0,146.6
2021,9,10,1,184.0
2021,9,10,2,97.1
2021,9,10,3,104.5
2021,9,10,4,200.1
2021,9,10,5,132.4
2021,9,10,6,58.4
2021,9,10,7,61.7
2021,9,10,8,77.0
2021,9,10,9,78.5
2021,9,10,10,149.8
2021,9,10,11,136.0
2021,9,10,12,22.9
2021,9,10,13,9.7
2021,9,10,14,71.1
2021,9,10,15,98.2
2021,9,10,16,120.4
2021,9,10,17,73.3
2021,9,10,18,25.3
2021,9,10,19,32.3
2021,9,10,20,12.0
2021,9,10,21,30.4
2021,9,10,22,33.2
2021,9,10,23,25.5
2021,9,11,0,26.7
2021,9,11,1,69.8
2021,9,11,2,45.5
2021,9,11,3,46.1
2021,9,11,4,61.4
2021,9,11,5,27.8
2021,9,11,6,78.7
2021,9,11,7,214.9
2021,9,11,8,55.4
2021,9,11,9,22.7
2021,9,11,10,91.4
2021,9,11,11,68.4
2021,9,11,12,39.8
2021,9,11,13,115.0
2021,9,11,14,6.9
2021,9,11,15,115.3
2021,9,11,16,17.7
2021,9,11,17,60.3
2021,9,11,18,56.7
2021,9,11,19,16.6
2021,9,11,20,200.4
2021,9,11,21,175.3
2021,9,11,22,96.6
2021,9,11,23,29.2
2021,9,12,0,91.5
2021,9,12,1,81.2
2021,9,12,2,80.3
2021,9,12,3,49.4
2021,9,12,4,94.0
2021,9,12,5,119.4
2021,9,12,6,129.7
2021,9,12,7,59.4
2021,9,12,8,17.1
2021,9,12,9,128.8
2021,9,12,10,70.0
2021,9,12,11,14.3
2021,9,12,12,167.6
2021,9,12,13,137.6
2021,9,12,14,74.2
2021,9,12,15,52.8
2021,9,12,16,41.5
2021,9,12,17,72.9
2021,9,12,18,70.1
2021,9,12,19,37.0
2021,9,12,20,41.5
2021,9,12,21,63.2
2021,9,12,22,67.4
2021,9,12,23,19.5
2021,9,13,0,41.6
2021,9,13,1,71.7
2021,9,13,2,74.9
2021,9,13,3,21.0
2021,9,13,4,21.5
2021,9,13,5,62.4
2021,9,13,6,117.5
2021,9,13,7,31.8
2021,9,13,8,192.9
2021,9,13,9,17.4
2021,9,13,10,24.0
2021,9,13,11,93.1
2021,9,13,12,16.1
2021,9,13,13,151.8
2021,9,13,14,96.4
2021,9,13,15,27.3
2021,9,13,16,175.0
2021,9,13,17,31.2
2021,9,13,18,80.9
2021,9,13,19,44.8
2021,9,13,20,191.1
2021,9,13,21,123.9
2021,9,13,22,111.2
2021,9,13,23,46.4
2021,9,14,0,126.0
2021,9,14,1,181.5
2021,9,14,2,74.1
2021,9,14,3,163.8
2021,9,14,4,23.5
2021,9,14,5,124.2
2021,9,14,6,62.7
2021,9,14,7,64.3
2021,9,14,8,203.9
2021,9,14,9,77.4
2021,9,14,10,62.3
2021,9,14,11,70.3
2021,9,14,12,72.3
2021,9,14,13,58.8
2021,9,14,14,48.8
2021,9,14,15,20.6
2021,9,14,16,25.4
2021,9,14,17,52.0
2021,9,14,18,52.8
2021,9,14,19,200.9
2021,9,14,20,104.8
2021,9,14,21,33.6
2021,9,14,22,42.0
2021,9,14,23,122.1
2021,9,15,0,75.0
2021,9,15,1,76.8
2021,9,15,2,126.3
2021,9,15,3,64.0
2021,9,15,4,35.9
2021,9,15,5,36.7
2021,9,15,6,22.8
2021,9,15,7,17.1
2021,9,15,8,79.1
2021,9,15,9,235.9
2021,9,15,10,125.7
2021,9,15,11,35.6
2021,9,15,12,19.9
2021,9,15,13,74.9
2021,9,15,14,113.6
2021,9,15,15,43.6
2021,9,15,16,84.4
2021,9,15,17,103.7
2021,9,15,18,30.4
2021,9,15,19,21.8
2021,9,15,20,103.2
2021,9,15,21,22.5
2021,9,15,22,147.1
2021,9,15,23,25.9
2021,9,16,0,19.5
2021,9,16,1,89.7
2021,9,16,2,40.9
2021,9,16,3,16.1
2021,9,16,4,37.4
2021,9,16,5,58.6
2021,9,16,6,162.3
2021,9,16,7,27.6
2021,9,16,8,56.0
2021,9,16,9,45.4
2021,9,16,10,222.3
2021,9,16,11,134.3
2021,9,16,12,13.7
2021,9,16,13,79.2
2021,9,16,14,33.3
2021,9,16,15,59.1
2021,9,16,16,136.7
2021,9,16,17,178.2
2021,9,16,18,106.2
2021,9,16,19,15.6
2021,9,16,20,96.5
2021,9,16,21,111.5
2021,9,16,22,27.4
2021,9,16,23,179.9
2021,9,17,0,36.9
2021,9,17,1,25.5
2021,9,17,2,26.1
2021,9,17,3,174.0
2021,9,17,4,45.7
2021,9,17,5,62.3
2021,9,17,6,86.2
2021,9,17,7,27.0
2021,9,17,8,52.2
2021,9,17,9,107.9
2021,9,17,10,169.0
2021,9,17,11,50.8
2021,9,17,12,45.7
2021,9,17,13,27.6
2021,9,17,14,10.1
2021,9,17,15,46.5
2021,9,17,16,62.6
2021,9,17,17,23.0
2021,9,17,18,116.9
2021,9,17,19,37.8
2021,9,17,20,158.8
2021,9,17,21,63.6
2021,9,17,22,55.8
2021,9,17,23,58.7
2021,9,18,0,85.9
2021,9,18,1,201.1
2021,9,18,2,80.3
2021,9,18,3,36.6
2021,9,18,4,82.6
2021,9,18,5,141.5
2021,9,18,6,25.1
2021,9,18,7,121.4
2021,9,18,8,23.6
2021,9,18,9,182.4
2021,9,18,10,12.6
2021,9,18,11,183.5
2021,9,18,12,64.2
2021,9,18,13,46.2
2021,9,18,14,19.0
2021,9,18,15,50.2
2021,9,18,16,35.5
2021,9,18,17,35.5
2021,9,18,18,85.4
2021,9,18,19,70.6
2021,9,18,20,53.4
2021,9,18,21,15.8
2021,9,18,22,61.7
2021,9,18,23,107.6
2021,9,19,0,28.7
2021,9,19,1,122.3
2021,9,19,2,41.1
2021,9,19,3,92.2
2021,9,19,4,77.6
2021,9,19,5,41.5
2021,9,19,6,52.2
2021,9,19,7,75.0
2021,9,19,8,32.0
2021,9,19,9,168.4
2021,9,19,10,65.7
2021,9,19,11,26.5
2021,9,19,12,54.4
2021,9,19,13,68.9
2021,9,19,14,178.3
2021,9,19,15,20.3
2021,9,19,16,15.9
2021,9,19,17,221.8
2021,9,19,18,99.1
2021,9,19,19,142.7
2021,9,19,20,149.7
2021,9,19,21,32.0
2021,9,19,22,30.6
2021,9,19,23,49.3
2021,9,20,0,100.7
2021,9,20,1,145.6
2021,9,20,2,49.4
2021,9,20,3,49.9
2021,9,20,4,58.8
2021,9,20,5,108.3
2021,9,20,6,95.9
2021,9,20,7,84.1
2021,9,20,8,55.4
2021,9,20,9,65.7
2021,9,20,10,56.6
2021,9,20,11,90.0
2021,9,20,12,134.5
2021,9,20,13,62.2
2021,9,20,14,58.9
2021,9,20,15,51.6
2021,9,20,16,105.5
2021,9,20,17,38.7
2021,9,20,18,51.1
2021,9,20,19,19.9
2021,9,20,20,36.8
2021,9,20,21,98.4
2021,9,20,22,120.3
2021,9,20,23,65.3
2021,9,21,0,137.5
2021,9,21,1,47.3
2021,9,21,2,39.4
2021,9,21,3,139.5
2021,9,21,4,95.1
2021,9,21,5,114.5
2021,9,21,6,159.8
2021,9,21,7,79.2
2021,9,21,8,84.9
2021,9,21,9,95.9
2021,9,21,10,31.6
2021,9,21,11,81.2
2021,9,21,12,18.2
2021,9,21,13,96.2
2021,9,21,14,65.8
2021,9,21,15,13.9
2021,9,21,16,100.2
2021,9,21,17,72.1
2021,9,21,18,94.0
2021,9,21,19,161.3
2021,9,21,20,209.1
2021,9,21,21,118.5
2021,9,21,22,95.7
2021,9,21,23,55.4
2021,9,22,0,49.3
2021,9,22,1,79.7
2021,9,22,2,186.2
2021,9,22,3,61.2
2021,9,22,4,71.2
2021,9,22,5,94.2
2021,9,22,6,99.3
2021,9,22,7,25.0
2021,9,22,8,85.4
2021,9,22,9,25.4
2021,9,22,10,104.1
2021,9,22,11,37.3
2021,9,22,12,26.4
2021,9,22,13,87.8
2021,9,22,14,87.5
2021,9,22,15,11.8
2021,9,22,16,139.9
2021,9,22,17,37.8
2021,9,22,18,112.6
2021,9,22,19,41.0
2021,9,22,20,145.7
2021,9,22,21,31.6
2021,9,22,22,75.2
2021,9,22,23,31.1
2021,9,23,0,154.4
2021,9,23,1,205.5
2021,9,23,2,66.3
2021,9,23,3,74.7
2021,9,23,4,130.3
2021,9,23,5,141.7
2021,9,23,6,11.4
2021,9,23,7,35.7
2021,9,23,8,51.2
2021,9,23,9,102.4
2021,9,23,10,16.3
2021,9,23,11,22.2
2021,9,23,12,22.6
2021,9,23,13,78.7
2021,9,23,14,147.4
2021,9,23,15,66.3
2021,9,23,16,129.1
2021,9,23,17,39.2
2021,9,23,18,140.6
2021,9,23,19,145.9
2021,9,23,20,25.2
2021,9,23,21,76.6
2021,9,23,22,71.9
2021,9,23,23,76.2
2021,9,24,0,113.0
2021,9,24,1,27.0
2021,9,24,2,164.3
2021,9,24,3,84.2
2021,9,24,4,82.2
2021,9,24,5,24.4
2021,9,24,6,143.8
2021,9,24,7,122.4
2021,9,24,8,188.9
2021,9,24,9,88.1
2021,9,24,10,52.1
2021,9,24,11,51.3
2021,9,24,12,167.0
2021,9,24,13,73.2
2021,9,24,14,54.1
2021,9,24,15,110.4
2021,9,24,16,70.4
2021,9,24,17,33.1
2021,9,24,18,30.2
2021,9,24,19,107.1
2021,9,24,20,82.4
2021,9,24,21,97.8
2021,9,24,22,56.9
2021,9,24,23,214.1
2021,9,25,0,87.5
2021,9,25,1,54.8
2021,9,25,2,132.4
2021,9,25,3,52.5
2021,9,25,4,208.5
2021,9,25,5,20.0
2021,9,25,6,51.1
2021,9,25,7,75.6
2021,9,25,8,8.4
2021,9,25,9,24.1
2021,9,25,10,135.2
2021,9,25,11,139.4
2021,9,25,12,35.7
2021,9,25,13,31.7
2021,9,25,14,110.5
2021,9,25,15,82.8
2021,9,25,16,62.5
2021,9,25,17,19.2
2021,9,25,18,99.0
2021,9,25,19,87.1
2021,9,25,20,27.1
2021,9,25,21,138.2
2021,9,25,22,85.0
2021,9,25,23,124.6
2021,9,26,0,200.9
2021,9,26,1,54.7
2021,9,26,2,108.1
2021,9,26,3,72.8
2021,9,26,4,115.8
2021,9,26,5,41.2
2021,9,26,6,136.8
2021,9,26,7,193.3
2021,9,26,8,151.5
2021,9,26,9,17.8
2021,9,26,10,29.3
2021,9,26,11,45.5
2021,9,26,12,157.9
2021,9,26,13,44.5
2021,9,26,14,165.9
2021,9,26,15,41.5
2021,9,26,16,89.7
2021,9,26,17,61.4
2021,9,26,18,42.5
2021,9,26,19,52.4
2021,9,26,20,53.5
2021,9,26,21,178.4
2021,9,26,22,88.9
2021,9,26,23,188.5
2021,9,27,0,44.7
2021,9,27,1,14.3
2021,9,27,2,132.3
2021,9,27,3,90.2
2021,9,27,4,122.6
2021,9,27,5,29.3
2021,9,27,6,9.5
2021,9,27,7,52.4
2021,9,27,8,85.7
2021,9,27,9,163.8
2021,9,27,10,72.5
2021,9,27,11,117.2
2021,9,27,12,31.9
2021,9,27,13,151.6
2021,9,27,14,153.7
2021,9,27,15,114.2
2021,9,27,16,32.0
2021,9,27,17,155.6
2021,9,27,18,32.1
2021,9,27,19,147.0
2021,9,27,20,126.8
2021,9,27,21,52.0
2021,9,27,22,193.6
2021,9,27,23,27.9
2021,9,28,0,13.3
2021,9,28,1,25.9
2021,9,28,2,63.7
2021,9,28,3,41.2
2021,9,28,4,55.1
2021,9,28,5,105.8
2021,9,28,6,216.5
2021,9,28,7,18.8
2021,9,28,8,26.6
2021,9,28,9,181.2
2021,9,28,10,75.8
2021,9,28,11,35.7
2021,9,28,12,116.1
2021,9,28,13,76.2
2021,9,28,14,110.3
2021,9,28,15,128.5
2021,9,28,16,67.3
2021,9,28,17,92.5
2021,9,28,18,18.9
2021,9,28,19,49.3
2021,9,28,20,152.0
2021,9,28,21,104.0
2021,9,28,22,9.6
2021,9,28,23,51.9
2021,9,29,0,139.7
2021,9,29,1,157.2
2021,9,29,2,113.1
2021,9,29,3,47.8
2021,9,29,4,83.0
2021,9,29,5,58.7
2021,9,29,6,93.7
2021,9,29,7,84.6
2021,9,29,8,5.9
2021,9,29,9,53.1
2021,9,29,10,27.1
2021,9,29,11,22.1
2021,9,29,12,52.2
2021,9,29,13,20.1
2021,9,29,14,69.7
2021,9,29,15,70.7
2021,9,29,16,62.4
2021,9,29,17,68.6
2021,9,29,18,17.6
2021,9,29,19,221.0
2021,9,29,20,141.1
2021,9,29,21,41.0
2021,9,29,22,83.4
2021,9,29,23,9.6
2021,9,30,0,131.6
2021,9,30,1,46.9
2021,9,30,2,122.1
2021,9,30,3,128.1
2021,9,30,4,42.3
2021,9,30,5,123.7
2021,9,30,6,13.2
2021,9,30,7,31.5
2021,9,30,8,108.6
2021,9,30,9,52.0
2021,9,30,10,23.0
2021,9,30,11,128.5
2021,9,30,12,64.6
2021,9,30,13,8.5
2021,9,30,14,111.9
2021,9,30,15,17.5
2021,9,30,16,109.0
2021,9,30,17,78.9
2021,9,30,18,131.6
2021,9,30,19,69.2
2021,9,30,20,163.3
2021,9,30,21,96.6
2021,9,30,22,105.6
2021,9,30,23,161.3
2021,10,1,0,185.5
2021,10,1,1,66.3
2021,10,1,2,27.7
2021,10,1,3,73.3
2021,10,1,4,117.8
2021,10,1,5,147.7
2021,10,1,6,19.3
2021,10,1,7,49.6
2021,10,1,8,177.6
2021,10,1,9,61.8
2021,10,1,10,24.0
2021,10,1,11,14.5
2021,10,1,12,86.1
2021,10,1,13,88.5
2021,10,1,14,118.7
2021,10,1,15,187.0
2021,10,1,16,216.3
2021,10,1,17,78.5
2021,10,1,18,29.0
2021,10,1,19,38.1
2021,10,1,20,88.7
2021,10,1,21,60.7
2021,10,1,22,51.1
2021,10,1,23,31.7
2021,10,2,0,28.5
2021,10,2,1,117.3
2021,10,2,2,24.3
2021,10,2,3,65.6
2021,10,2,4,37.1
2021,10,2,5,96.1
2021,10,2,6,48.4
2021,10,2,7,25.2
2021,10,2,8,38.7
2021,10,2,9,82.2
2021,10,2,10,45.6
2021,10,2,11,76.8
2021,10,2,12,20.3
2021,10,2,13,93.4
2021,10,2,14,24.4
2021,10,2,15,121.7
2021,10,2,16,26.1
2021,10,2,17,56.5
2021,10,2,18,120.5
2021,10,2,19,97.1
2021,10,2,20,21.5
2021,10,2,21,36.3
2021,10,2,22,23.1
2021,10,2,23,247.2
2021,10,3,0,32.1
2021,10,3,1,150.1
2021,10,3,2,62.1
2021,10,3,3,10.2
2021,10,3,4,45.4
2021,10,3,5,97.0
2021,10,3,6,25.9
2021,10,3,7,144.6
2021,10,3,8,70.2
2021,10,3,9,56.1
2021,10,3,10,32.6
2021,10,3,11,56.9
2021,10,3,12,58.5
2021,10,3,13,26.6
2021,10,3,14,135.7
2021,10,3,15,57.5
2021,10,3,16,104.8
2021,10,3,17,152.4
2021,10,3,18,40.0
2021,10,3,19,80.1
2021,10,3,20,39.1
2021,10,3,21,156.8
2021,10,3,22,59.3
2021,10,3,23,44.9
2021,10,4,0,144.9
2021,10,4,1,99.0
2021,10,4,2,45.3
2021,10,4,3,10.1
2021,10,4,4,54.9
2021,10,4,5,59.6
2021,10,4,6,7.4
2021,10,4,7,34.0
2021,10,4,8,55.8
2021,10,4,9,29.3
2021,10,4,10,35.9
2021,10,4,11,108.9
2021,10,4,12,127.4
2021,10,4,13,153.1
2021,10,4,14,132.4
2021,10,4,15,219.2
2021,10,4,16,106.0
2021,10,4,17,20.6
2021,10,4,18,14.1
2021,10,4,19,48.8
2021,10,4,20,33.8
2021,10,4,21,25.4
2021,10,4,22,165.1
2021,10,4,23,105.3
2021,10,5,0,47.9
2021,10,5,1,29.5
2021,10,5,2,104.9
2021,10,5,3,21.9
2021,10,5,4,71.2
2021,10,5,5,149.7
2021,10,5,6,106.8
2021,10,5,7,22.0
2021,10,5,8,21.2
2021,10,5,9,23.0
2021,10,5,10,88.9
2021,10,5,11,12.3
2021,10,5,12,122.8
2021,10,5,13,61.9
2021,10,5,14,21.6
2021,10,5,15,80.0
2021,10,5,16,53.7
2021,10,5,17,200.7
2021,10,5,18,173.7
2021,10,5,19,163.9
2021,10,5,20,149.9
2021,10,5,21,28.3
2021,10,5,22,145.1
2021,10,5,23,85.4
2021,10,6,0,40.2
2021,10,6,1,72.4
2021,10,6,2,144.7
2021,10,6,3,91.1
2021,10,6,4,70.0
2021,10,6,5,52.4
2021,10,6,6,50.2
2021,10,6,7,84.6
2021,10,6,8,82.5
2021,10,6,9,75.0
2021,10,6,10,101.8
2021,10,6,11,15.8
2021,10,6,12,124.8
2021,10,6,13,100.3
2021,10,6,14,106.6
2021,10,6,15,133.1
2021,10,6,16,102.4
2021,10,6,17,143.6
2021,10,6,18,56.6
2021,10,6,19,33.7
2021,10,6,20,7.1
2021,10,6,21,147.0
2021,10,6,22,115.3
2021,10,6,23,144.7
2021,10,7,0,135.9
2021,10,7,1,63.5
2021,10,7,2,25.9
2021,10,7,3,147.4
2021,10,7,4,61.9
2021,10,7,5,29.8
2021,10,7,6,126.5
2021,10,7,7,15.4
2021,10,7,8,114.7
2021,10,7,9,35.9
2021,10,7,10,31.3
2021,10,7,11,124.2
2021,10,7,12,12.3
2021,10,7,13,194.7
2021,10,7,14,46.0
2021,10,7,15,99.0
2021,10,7,16,68.2
2021,10,7,17,91.9
2021,10,7,18,76.9
2021,10,7,19,78.0
2021,10,7,20,77.6
2021,10,7,21,25.6
2021,10,7,22,15.4
2021,10,7,23,190.4
2021,10,8,0,60.9
2021,10,8,1,19.6
2021,10,8,2,37.7
2021,10,8,3,151.8
2021,10,8,4,50.4
2021,10,8,5,61.5
2021,10,8,6,155.3
2021,10,8,7,27.9
2021,10,8,8,124.3
2021,10,8,9,132.3
2021,10,8,10,157.2
2021,10,8,11,71.3
2021,10,8,12,65.0
2021,10,8,13,61.7
2021,10,8,14,178.1
2021,10,8,15,62.5
2021,10,8,16,103.4
2021,10,8,17,31.7
2021,10,8,18,30.0
2021,10,8,19,88.9
2021,10,8,20,66.8
2021,10,8,21,42.0
2021,10,8,22,30.4
2021,10,8,23,141.2
2021,10,9,0,79.3
2021,10,9,1,105.5
2021,10,9,2,106.6
2021,10,9,3,16.9
2021,10,9,4,84.9
2021,10,9,5,24.9
2021,10,9,6,54.1
2021,10,9,7,181.6
2021,10,9,8,15.5
2021,10,9,9,40.0
2021,10,9,10,42.2
2021,10,9,11,20.1
2021,10,9,12,93.0
2021,10,9,13,36.8
2021,10,9,14,108.7
2021,10,9,15,127.9
2021,10,9,16,33.9
2021,10,9,17,41.5
2021,10,9,18,25.9
2021,10,9,19,81.0
2021,10,9,20,16.0
2021,10,9,21,21.5
2021,10,9,22,170.2
2021,10,9,23,30.8
2021,10,10,0,76.9
2021,10,10,1,89.9
2021,10,10,2,50.9
2021,10,10,3,15.1
2021,10,10,4,42.1
2021,10,10,5,94.2
2021,10,10,6,65.3
2021,10,10,7,59.4
2021,10,10,8,51.6
2021,10,10,9,76.4
2021,10,10,10,123.5
2021,10,10,11,69.8
2021,10,10,12,62.5
2021,10,10,13,6.9
2021,10,10,14,40.0
2021,10,10,15,37.0
2021,10,10,16,48.0
2021,10,10,17,85.0
2021,10,10,18,12.9
2021,10,10,19,211.0
2021,10,10,20,32.7
2021,10,10,21,56.2
2021,10,10,22,79.7
2021,10,10,23,52.7
2021,10,11,0,153.9
2021,10,11,1,110.1
2021,10,11,2,51.5
2021,10,11,3,32.8
2021,10,11,4,205.5
2021,10,11,5,135.4
2021,10,11,6,156.2
2021,10,11,7,197.6
2021,10,11,8,34.8
2021,10,11,9,146.5
2021,10,11,10,74.1
2021,10,11,11,62.2
2021,10,11,12,16.8
2021,10,11,13,32.5
2021,10,11,14,91.4
2021,10,11,15,190.4
2021,10,11,16,143.1
2021,10,11,17,37.0
2021,10,11,18,113.2
2021,10,11,19,111.3
2021,10,11,20,200.6
2021,10,11,21,36.4
2021,10,11,22,36.8
2021,10,11,23,74.9
2021,10,12,0,70.7
2021,10,12,1,40.0
2021,10,12,2,86.0
2021,10,12,3,132.4
2021,10,12,4,52.8
2021,10,12,5,157.8
2021,10,12,6,114.5
2021,10,12,7,41.9
2021,10,12,8,192.8
2021,10,12,9,43.4
2021,10,12,10,64.9
2021,10,12,11,39.5
2021,10,12,12,97.2
2021,10,12,13,128.0
2021,10,12,14,23.7
2021,10,12,15,65.8
2021,10,12,16,99.9
2021,10,12,17,83.9
2021,10,12,18,32.4
2021,10,12,19,107.1
2021,10,12,20,26.8
2021,10,12,21,21.2
2021,10,12,22,119.1
2021,10,12,23,50.5
2021,10,13,0,8.5
2021,10,13,1,20.3
2021,10,13,2,33.4
2021,10,13,3,60.1
2021,10,13,4,68.9
2021,10,13,5,172.8
2021,10,13,6,113.2
2021,10,13,7,38.1
2021,10,13,8,92.7
2021,10,13,9,210.2
2021,10,13,10,131.6
2021,10,13,11,241.1
2021,10,13,12,136.7
2021,10,13,13,11.9
2021,10,13,14,161.7
2021,10,13,15,74.5
2021,10,13,16,28.2
2021,10,13,17,124.1
2021,10,13,18,23.7
2021,10,13,19,120.1
2021,10,13,20,149.1
2021,10,13,21,115.1
2021,10,13,22,63.0
2021,10,13,23,63.8
2021,10,14,0,31.5
2021,10,14,1,89.4
2021,10,14,2,32.5
2021,10,14,3,47.9
2021,10,14,4,177.8
2021,10,14,5,136.7
2021,10,14,6,89.5
2021,10,14,7,183.4
2021,10,14,8,102.5
2021,10,14,9,46.9
2021,10,14,10,17.3
2021,10,14,11,208.3
2021,10,14,12,6.2
2021,10,14,13,131.8
2021,10,14,14,64.7
2021,10,14,15,71.5
2021,10,14,16,76.5
2021,10,14,17,84.3
2021,10,14,18,110.2
2021,10,14,19,118.2
2021,10,14,20,79.3
2021,10,14,21,99.0
2021,10,14,22,93.9
2021,10,14,23,85.1
2021,10,15,0,41.4
2021,10,15,1,65.9
2021,10,15,2,36.2
2021,10,15,3,89.6
2021,10,15,4,188.8
2021,10,15,5,45.9
2021,10,15,6,20.3
2021,10,15,7,15.1
2021,10,15,8,22.8
2021,10,15,9,153.6
2021,10,15,10,74.0
2021,10,15,11,69.4
2021,10,15,12,125.5
2021,10,15,13,36.8
2021,10,15,14,50.9
2021,10,15,15,93.9
2021,10,15,16,43.4
2021,10,15,17,33.6
2021,10,15,18,81.2
2021,10,15,19,68.7
2021,10,15,20,134.4
2021,10,15,21,116.9
2021,10,15,22,79.0
2021,10,15,23,71.4
2021,10,16,0,95.6
2021,10,16,1,36.3
2021,10,16,2,65.2
2021,10,16,3,20.1
2021,10,16,4,98.4
2021,10,16,5,130.2
2021,10,16,6,78.0
2021,10,16,7,61.0
2021,10,16,8,34.8
2021,10,16,9,44.2
2021,10,16,10,12.1
2021,10,16,11,33.6
2021,10,16,12,43.3
2021,10,16,13,96.5
2021,10,16,14,100.3
2021,10,16,15,35.7
2021,10,16,16,44.9
2021,10,16,17,46.3
2021,10,16,18,97.1
2021,10,16,19,66.2
2021,10,16,20,151.6
2021,10,16,21,46.9
2021,10,16,22,153.7
2021,10,16,23,102.4
2021,10,17,0,38.7
2021,10,17,1,11.6
2021,10,17,2,217.6
2021,10,17,3,105.1
2021,10,17,4,164.1
2021,10,17,5,47.8
2021,10,17,6,72.0
2021,10,17,7,55.5
2021,10,17,8,79.1
2021,10,17,9,16.7
2021,10,17,10,93.1
2021,10,17,11,150.5
2021,10,17,12,119.3
2021,10,17,13,27.0
2021,10,17,14,50.7
2021,10,17,15,59.7
2021,10,17,16,45.0
2021,10,17,17,64.7
2021,10,17,18,71.4
2021,10,17,19,34.2
2021,10,17,20,50.6
2021,10,17,21,51.4
2021,10,17,22,36.7
2021,10,17,23,34.0
2021,10,18,0,11.0
2021,10,18,1,25.2
2021,10,18,2,202.2
2021,10,18,3,91.2
2021,10,18,4,86.9
2021,10,18,5,48.8
2021,10,18,6,92.9
2021,10,18,7,161.4
2021,10,18,8,130.2
2021,10,18,9,174.5
2021,10,18,10,26.9
2021,10,18,11,129.0
2021,10,18,12,155.2
2021,10,18,13,110.8
2021,10,18,14,138.7
2021,10,18,15,186.2
2021,10,18,16,56.3
2021,10,18,17,23.1
2021,10,18,18,116.4
2021,10,18,19,23.8
2021,10,18,20,51.6
2021,10,18,21,22.3
2021,10,18,22,97.4
2021,10,18,23,68.7
2021,10,19,0,120.5
2021,10,19,1,41.3
2021,10,19,2,39.4
2021,10,19,3,24.1
2021,10,19,4,69.2
2021,10,19,5,88.4
2021,10,19,6,75.3
2021,10,19,7,43.5
2021,10,19,8,189.2
2021,10,19,9,40.3
2021,10,19,10,74.6
